******************************************************** 
*********  Electric Sweeper Enhanced Log File  ***** 
******************************************************** 
Date,20190227,'VE-Alpha4'
Time,Voltage,Current,Isolation,Range,SoC,Distance,Fan rpm,Fan Torque,Hyd. Pump rpm,Hyd. Pump Torque,SW Pump rpm,SW Pump Torque,Nozzle,Sidebrushes,WideSweepBrush,TempIGBT-Fan,Fan motor temp, Traction rpm, Traction torque,BMS1 Volts, BMS2 Volts 
8:05:31,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.500000000e+001,0,-1,333,328
8:05:32,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,-1,0.000000000e+000,Up,Off,Off,16,1.500000000e+001,0,0,333,328
8:05:33,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,0,333,328
8:05:34,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:35,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:36,6.620000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,2,0.000000000e+000,-1,0.000000000e+000,Up,Off,Off,16,1.500000000e+001,0,-1,333,328
8:05:37,6.620000000e+002,-13,1137,114,76,128459,0,1.000000000e+000,1,0.000000000e+000,-2,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:38,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,1,0.000000000e+000,-1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:39,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,-1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.500000000e+001,0,-1,333,328
8:05:40,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,-1,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:42,6.620000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,2,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:43,6.630000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,-1,0.000000000e+000,1,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:44,6.620000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,-3,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:45,6.610000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,0,0.000000000e+000,-2,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,0,333,328
8:05:46,6.620000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,1,0.000000000e+000,-2,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:47,6.620000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,-1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
8:05:48,6.620000000e+002,-13,1137,114,76,128459,0,0.000000000e+000,-1,0.000000000e+000,0,0.000000000e+000,Up,Off,Off,16,1.600000000e+001,0,-1,333,328
